text,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,sentiment
"Rahul gandhi is a half parsi nd half Christian,  he has no right to speak about my religion.",2.0,2.0,2.0,1.0,4.0,Negative
a clown is opposition leader...total messup,2.0,3.0,2.0,2.0,4.0,Negative
A strong opposition voices it's concerns for its country.. a weak opposition is paid by enemy countries to pull down ruling party on points against country's benefit,2.0,4.0,4.0,2.0,3.0,Negative
All you need to destroy India is just put issues in religion... And cause issue between religions... India will destroy itself,2.0,2.0,2.0,1.0,4.0,Negative
Useless leader of India,1.0,2.0,2.0,1.0,4.0,Negative
"Pappu is new Jinnah 
Cong is new muslim league 
Hindus voting this hate monger clowns are burning their own hands",2.0,2.0,4.0,1.0,3.0,Negative
"Discussing religion only, the reason behind India's slow progress. No one wants to discuss real issues.",2.0,3.0,2.0,3.0,3.0,Negative
Opposition is wasting time of the Parliament session by making such time wasting speech. Talk on progress and development,3.0,5.0,2.0,2.0,3.0,Negative
Room rent in Delhi 1bhk 12k salary for freshers starts from 15 k shame on Modi. India needs to wake up.,2.0,3.0,3.0,2.0,4.0,Negative
Ragul you don't know problem of the nation. So you are blabbering like this.,2.0,3.0,3.0,2.0,4.0,Negative
Gandhi the fucking bastard who supported Motilala and Jawahar just because of his Ego.,2.0,2.0,4.0,1.0,4.0,Negative
Then you are scolding Monks and saints...what you want to leave is a scene. We fought British. Now we have to fight with your Dynasty politics.,2.0,3.0,4.0,2.0,4.0,Negative
Bro modi don't understand English,1.0,2.0,1.0,2.0,5.0,Negative
"Scrap nps scrap your policies for central government restore ops for  employees ,,,,,,,we are sick and tired of bjp 
Next Time no bjp in india",3.0,3.0,4.0,2.0,5.0,Negative
Its a bad luck of this country that the opposition is just so stupid. And a person who himself is from a non Hindu family is teaching Hinduism here. Even he has an adopted sir name.. kahaan se yeh demak laga hua hai Hindustan ko..,2.0,2.0,3.0,1.0,4.0,Negative
BJP n rss are not real  hindu.if real hindu mns will help everyone.But BJP help Adani Ambeni only.we are dying because of BJP n rss,3.0,2.0,4.0,2.0,4.0,Negative
Congress always do hindi-muslim. afterall he is son of italian mother.. again foot dalo raj karo,2.0,2.0,3.0,1.0,4.0,Negative
Modi shah rajnath now feeling fear of pappu because now he is not pappu next modi shah rajnath becoming pappu junior,2.0,3.0,4.0,2.0,4.0,Negative
Rahul gandi also should talk about congress scams when they are in power.,2.0,3.0,3.0,2.0,3.0,Negative
The onlything which i found in this complete video is rahul misleading complete hindu mythology,2.0,2.0,3.0,2.0,4.0,Negative
Mocking someone at this level is shameful.... He doesn't have any arguments.. He is just talking nonsense,3.0,5.0,4.0,2.0,3.0,Negative
Hindu people of INDIA block should be shamed of ur self because they insulted Hindu  n u people just clapped. N  the Lal topi  in left n the people of his constituency will know now.,2.0,2.0,4.0,1.0,3.0,Negative
Didn't understand how Gandhi is alive in Shivji's photo,2.0,3.0,3.0,3.0,2.0,Negative
Idealising party symbols is unethical...,3.0,4.0,3.0,3.0,2.0,Negative
Bjp top leaders are quiet bcz they don't understand English,3.0,2.0,2.0,2.0,3.0,Negative
Rahul is bindok... Lets not take him seriously.,2.0,3.0,2.0,2.0,3.0,Negative
No that's what true follower of Shiva is  FEARLESS.,2.0,5.0,3.0,4.0,1.0,Negative
"such a shame LOP we have.. he was not even able to speak single word with direct eye contact...entire speech ..he was showing his back to hon. chairperson...and instead of addressing entire parliament , he was addressing to his own members.",2.0,2.0,1.0,2.0,3.0,Negative
"If you do not take an interest in the affairs of your government,
then you are doomed to live under the fools.",3.0,5.0,4.0,3.0,2.0,Negative
Rahul Gandhi and his mother will sell the nation if they come to power.  He is portraying himself s the follower nd supporter of all religions. But the truth is that he is not qualified and machure enough to be in power.,2.0,2.0,3.0,1.0,4.0,Negative
"Rahul gandhi always acted as an immatured person. Senior leaders like pitroda, jairam ramesh and  others spoiled him for their own interest. Following these people rahul has earned mere disrespect. At 54 he should not behave like a stubborn shield in parliament.",2.0,2.0,3.0,2.0,4.0,Negative
Why does this nonsense topic listen in this room.,2.0,2.0,2.0,2.0,3.0,Negative
How shameful it is that Rahul Gandhi comments on the Hindus and Hindus themselves are supporting it. The picture will be different if he comments on other communities.,2.0,3.0,4.0,2.0,3.0,Negative
What ever story Rahul Gadhi said is his story . Entertainment Entertainment Entertainment. Achanak Rahul Gandhi teaches about Hinduism..Is not it abnormal. He has only an agenda to insult the BJP. Not any developmental talk or encounter . LOL Bhaiya tum kya chiz ho ..Next level,2.0,2.0,4.0,1.0,3.0,Negative
Shameful to see what discussions are going on in lok sabha and ignoring talking on some major issues that india is facing or will face in near future. Sab apni rotiyan sekenge gareeb or middle class marta rahega or KALYUG ese hi badhta rahega,4.0,5.0,2.0,4.0,3.0,Negative
Congress destroyed india and now giving lectures. Shame shame.,2.0,2.0,4.0,1.0,3.0,Negative
Rahul Gandhi and Congress never think and worked for Hindus. He always oppose Hindu and Hindu idealogy.,2.0,2.0,3.0,1.0,4.0,Negative
The hate of hindu people to other religions is next level,2.0,2.0,4.0,1.0,4.0,Negative
Rahul Gandhi wasting the time of parliament Congress not discussed about public problems.,2.0,3.0,3.0,2.0,3.0,Negative
"When an Elephant walking on the street, then the ""street dog is barking"". This is natural. But elephant just ignores the street dog and walk on his way.",2.0,5.0,4.0,5.0,2.0,Negative
Shameful,3.0,2.0,2.0,3.0,4.0,Negative
He himself is a mix breed of parsi and Christian and talking about who is Hindu or what is Hinduism. Totally shameless and some people don't understand these congressi jokers.,3.0,2.0,3.0,2.0,4.0,Negative
Rahul Gandhi sir is on fire washing the uneducated leaders,2.0,3.0,3.0,2.0,4.0,Negative
Why is this speech given so importance. Is this Bharat parliament to discuss about country's issue or the relgious significances of their party symbol. Its the other religious people who provoke himsa. This shows how ignorant this Gandhi is.,2.0,3.0,4.0,2.0,3.0,Negative
When modiji said he and his followers are only hindu. Opposition trying to blame for useless baseless ideology and wasting time and money. For 1 session of lok sabha crore of rupees of Indian people are on stake. This is hard earned money. Debate should be on what has not done for public welfare.,2.0,4.0,3.0,3.0,2.0,Negative
Barking dogs be like this is power of opposition whether opposition or current party they are all fooling as from many years they continue the same until we change the rich people,3.0,2.0,3.0,2.0,4.0,Negative
"Gandhi parivaar always knows only one thing that is how to waste time, least productive party. Dont have anything to talk about, cant see the nations development so just waste everyones time in Parlient by talking about something which everyone knows from ages.",2.0,2.0,2.0,2.0,3.0,Negative
Why here this MP's are talking nonsense they should talk and discuss about development or work but they are talking nonsense,2.0,3.0,3.0,3.0,4.0,Negative
"Raga speech shows that he is an  irresponsible politician and will remain as Pappu.,,. especially in the context of Agniveer",2.0,1.0,2.0,1.0,3.0,Negative
Opposition is full of jokers.,2.0,3.0,4.0,2.0,3.0,Negative
"Tbh it's mostly rahul gandhi that actually talk keeps talking about hindus and muslims , he just want to put a bad name on modi thats he follows division politics but in actuality he is the one bringing castism and religion into politics,",3.0,2.0,3.0,2.0,4.0,Negative
The IT cell is going to have a very tough time coping with this one,2.0,3.0,3.0,3.0,4.0,Negative
"True Hindhu should possess courage, Modi has never faced any press conference because he is a coward. 
A coward cannot be a Hindhu",2.0,2.0,3.0,1.0,4.0,Negative
The educated person and the undravishwash people,3.0,4.0,2.0,4.0,2.0,Negative
Rahul is right He said BJP extremists who are pretending to be Hindus. Real Hindus will never spread hatred,3.0,4.0,4.0,5.0,2.0,Negative
"Using religion in politics is bad politics. They want to exploit religious sentiments to gain votes. Everyone, be aware.",3.0,5.0,2.0,3.0,2.0,Negative
"Arree hindu se bde mudde hai india ke.. Neet pe baat kr lo.. Girte huae airport buildings.. Corruption
.",2.0,2.0,2.0,2.0,4.0,Negative
yes bjp illitrates always fight nd spread hate in the name of religion. every religion is same nd equal,2.0,2.0,3.0,2.0,3.0,Negative
Our prime minister either was sleeping or couldn't understand the basic language. He should have been very careful before making the statement,2.0,3.0,2.0,2.0,3.0,Negative
most pressured and terrified speaker ever,2.0,2.0,2.0,2.0,5.0,Negative
The title put on by this news channel shows how biased media can be,3.0,4.0,3.0,3.0,3.0,Negative
Rahul's speech reflected the problems of the people.We are all know that BJP is playing with Hindutva tag and gaining Hindu votes...,3.0,3.0,3.0,2.0,4.0,Negative
After bending down to a perticular religion and now he is talking about hindus. Bjp is on the right path. Keep going,2.0,4.0,3.0,3.0,1.0,Negative
I never understand what he speaks wastage of time,2.0,3.0,2.0,3.0,2.0,Negative
He is not an educated person but rahul gandhi is a person who manipulate meek and mild people of our country,2.0,2.0,3.0,1.0,4.0,Negative
"absolutely rubbish speech by RAHUL, Mocking one religion is very bad, he  has no work except mocking Modi ji. how dare he mocking our atma's relationship with parmatma . do some valuable work as opposition, dont spoil your image. Rahul has no idea about any religion totally useless speeech",2.0,4.0,3.0,2.0,5.0,Negative
The bjp 3 ppl always look like a bully and rg he has been bullied a lot,3.0,2.0,3.0,2.0,4.0,Negative
"As a citizen from Andhra Pradesh, to me both are cheaters for the state of andhra pradesh",3.0,2.0,3.0,1.0,4.0,Negative
He RG is sick,3.0,2.0,1.0,2.0,4.0,Negative
Fraud fellow. Doesn't know or understand things in their true nature. He's not serious enough. He proves it again that he's a pappu.,2.0,2.0,2.0,1.0,3.0,Negative
Very correct.....Modi government is not a Hindu...He is just trying to become the clone of Korien Government.....But the thing I don't understand is that Why this Hindu community is not able to understand this truth.,2.0,5.0,3.0,2.0,3.0,Negative
Why speaker always seems biased and i never like them any of them,2.0,4.0,2.0,2.0,3.0,Negative
Why is BJP always feel Hindu is offended. These MODI and it' bhakths need some treatment,2.0,2.0,4.0,2.0,3.0,Negative
"Rahul Gandhi have proven today that if you motivate a fool that fool becomes a motivated fool.

He had his chance to express himself but seriously RaGa have diarrhea in his Mouth",2.0,2.0,3.0,1.0,4.0,Negative
Rahul Gandhi is the most useless creature,1.0,2.0,3.0,1.0,3.0,Negative
Rahul's foolishness is beyond doubt now,3.0,2.0,3.0,2.0,4.0,Negative
"What idiotic topic are we debating on in the house, real issues are not being addressed",2.0,3.0,4.0,2.0,3.0,Negative
"Bruhh what the heck I raga is inhaling these days , spitting fire every time he opens his mouth",3.0,2.0,5.0,2.0,4.0,Negative
We have seen how some illiterate Indians have started respecting Modi more than the Gods. BJP has clearly took the hindu religion card to lure many and we all know that.,2.0,3.0,4.0,2.0,3.0,Negative
"Lack of maturity. 
But unfortunately he is leader of opposition",2.0,2.0,2.0,3.0,4.0,Negative
"The face of Narendra Modi shows everything first he is looking so helpless that's why that's why they're afraid of opposition and wanted 400 paar. India never allowed the hate, dictatorial leadership.",2.0,3.0,2.0,3.0,4.0,Negative
Modi is a very manipulative man.,2.0,2.0,3.0,2.0,3.0,Negative
All hindus  and   Gurus  revolt against  rahul baba. But he is not having gats to  criticize  other  communities. Jai bharath Matha,2.0,3.0,3.0,3.0,2.0,Negative
"Krishna say destroy duryodhan to arjun , so wait and watch congress goes in vain nearly",2.0,2.0,3.0,2.0,3.0,Negative
"No wonder India is struggling to become Super Power, we have unemployment, poverty etc etc.coz even criminals and idiots are allowed inside the parliament. If a normal person has criminal record he would not get even a small job .",2.0,4.0,2.0,2.0,4.0,Negative
Rahul Gandhi has low IQ. That is fundamentally True. In a parliament he has no agenda. Why is he blabbering about Hinduism.,1.0,2.0,2.0,1.0,4.0,Negative
He may win an election still he is dysmature. He should be stopped immediately. Enough is enough.,2.0,3.0,2.0,2.0,4.0,Negative
congress IT cell has attacked comment section,2.0,3.0,2.0,3.0,3.0,Negative
Shame on Rahul Gandhi for playing cheap politics everytime and thinking himself greater than nation,2.0,3.0,3.0,2.0,4.0,Negative
"Mister Rahul Gandhi what is opinion of your religious speech, please don't bring religion into your politics. Condem only what is going wrong with modi we support you.",3.0,4.0,3.0,4.0,2.0,Negative
Parliament debates are made to discuss about problems faced by Indians ... Don't waste time,3.0,4.0,3.0,3.0,2.0,Negative
Rahul Gandhi on fire and truth bjp whole hindu samaj nhi hai  that's line hit different and right,3.0,2.0,4.0,3.0,2.0,Negative
"look when he bad mouhting hindu  all muslim, sikh, christian stand and supporting him. indian hindu need to learn from this incident. if u dont get united. these people will destroy u when they will get majority",2.0,3.0,4.0,2.0,4.0,Negative
Pehle apne title kya he to thik karle fir baat karna Rahul fake Gandhi.. We know what your foreign party did to our Hindu community. Tu Hindu he to Jagannath Temple me ghuskar dikha.. Shame on you and your Hindu Supporter.. Karma will hit back to your all follower very soon. Just wait,2.0,2.0,4.0,1.0,4.0,Negative
His khata khat scheme miserably failed now he says he does not seek power. What a dummy.,3.0,2.0,3.0,2.0,4.0,Negative
